+---------- + -------------------- + ----- + ----- + -------- + ---- + -------------------- + ------------------------------ + ------------------------------+
|   cluster | host                 | cpu   | core  | cpuset   | gpu  | gpudevice            | cpumodel                       | gpumodel                      |
|  clustera | clustera-3           | 5     | 35    | 4        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 5     | 36    | 6        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 5     | 37    | 8        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 5     | 38    | 10       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 5     | 39    | 12       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 5     | 40    | 14       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 41    | 1        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 42    | 3        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 43    | 5        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 44    | 7        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 45    | 9        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 46    | 11       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 47    | 13       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-3           | 6     | 48    | 15       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 49    | 0        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 50    | 2        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 51    | 4        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 52    | 6        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 53    | 8        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 54    | 10       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 55    | 12       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 7     | 56    | 14       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 57    | 1        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 58    | 3        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 59    | 5        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 60    | 7        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 61    | 9        |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 62    | 11       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 63    | 13       |      |                      | Intel Xeon E5-2650             |                               |
|  clustera | clustera-4           | 8     | 64    | 15       |      |                      | Intel Xeon E5-2650             |                               |
+---------- + -------------------- + ----- + ----- + -------- + ---- + -------------------- + ------------------------------ + ------------------------------+
