+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| cluster     | host                 | cpu   | core  | cpuset | cpumodel                  | gpu  | gpudevice  | gpumodel                       |
| clustera    | clustera-1           | 2     | 57    | 152    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-1           | 2     | 58    | 153    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-1           | 2     | 59    | 154    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-1           | 2     | 60    | 155    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-1           | 2     | 61    | 156    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-1           | 2     | 62    | 157    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-1           | 2     | 63    | 158    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-1           | 2     | 64    | 159    | ThunderX2 99xx            |      |            |                                |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| clustera    | clustera-2           | 3     | 65    | 0      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 66    | 1      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 67    | 2      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 68    | 3      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 69    | 4      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 70    | 5      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 71    | 6      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 72    | 7      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 73    | 8      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 74    | 9      | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 75    | 10     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 76    | 11     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 77    | 12     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 78    | 13     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 79    | 14     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 80    | 15     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 81    | 16     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 82    | 17     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 83    | 18     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 84    | 19     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 85    | 20     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 86    | 21     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 87    | 22     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 88    | 23     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 89    | 24     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 90    | 25     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 91    | 26     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 92    | 27     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 93    | 28     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 94    | 29     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 95    | 30     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 3     | 96    | 31     | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 97    | 128    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 98    | 129    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 99    | 130    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 100   | 131    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 101   | 132    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 102   | 133    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 103   | 134    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 104   | 135    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 105   | 136    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 106   | 137    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 107   | 138    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 108   | 139    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 109   | 140    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 110   | 141    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 111   | 142    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 112   | 143    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 113   | 144    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 114   | 145    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 115   | 146    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 116   | 147    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 117   | 148    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 118   | 149    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 119   | 150    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 120   | 151    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 121   | 152    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 122   | 153    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 123   | 154    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 124   | 155    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 125   | 156    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 126   | 157    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 127   | 158    | ThunderX2 99xx            |      |            |                                |
| clustera    | clustera-2           | 4     | 128   | 159    | ThunderX2 99xx            |      |            |                                |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
