+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| cluster     | host                 | cpu   | core  | cpuset | cpumodel                  | gpu  | gpudevice  | gpumodel                       |
| clustera    | clustera-3           | 1770  | 11055 | 17     | AMD EPYC 7351             | 115  | 2          | Tesla T4                       |
| clustera    | clustera-3           | 1770  | 11056 | 19     | AMD EPYC 7351             | 116  | 3          | Tesla T4                       |
| clustera    | clustera-3           | 1770  | 11057 | 21     | AMD EPYC 7351             | 116  | 3          | Tesla T4                       |
| clustera    | clustera-3           | 1770  | 11058 | 23     | AMD EPYC 7351             | 115  | 2          | Tesla T4                       |
| clustera    | clustera-3           | 1770  | 11059 | 25     | AMD EPYC 7351             | 115  | 2          | Tesla T4                       |
| clustera    | clustera-3           | 1770  | 11060 | 27     | AMD EPYC 7351             | 116  | 3          | Tesla T4                       |
| clustera    | clustera-3           | 1770  | 11061 | 29     | AMD EPYC 7351             | 116  | 3          | Tesla T4                       |
| clustera    | clustera-3           | 1770  | 11062 | 31     | AMD EPYC 7351             | 115  | 2          | Tesla T4                       |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| clustera    | clustera-4           | 1771  | 11063 | 0      | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11064 | 2      | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11065 | 4      | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11066 | 6      | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11067 | 8      | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11068 | 10     | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11069 | 12     | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11070 | 14     | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11071 | 16     | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11072 | 18     | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11073 | 20     | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11074 | 22     | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11075 | 24     | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11076 | 26     | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11077 | 28     | AMD EPYC 7351             | 117  | 0          | Tesla T4                       |
| clustera    | clustera-4           | 1771  | 11078 | 30     | AMD EPYC 7351             | 118  | 1          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11079 | 1      | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11080 | 3      | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11081 | 5      | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11082 | 7      | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11083 | 9      | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11084 | 11     | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11085 | 13     | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11086 | 15     | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11087 | 17     | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11088 | 19     | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11089 | 21     | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11090 | 23     | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11091 | 25     | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11092 | 27     | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11093 | 29     | AMD EPYC 7351             | 120  | 3          | Tesla T4                       |
| clustera    | clustera-4           | 1772  | 11094 | 31     | AMD EPYC 7351             | 119  | 2          | Tesla T4                       |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| clustera    | clustera-5           | 1773  | 11095 | 0      | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11096 | 2      | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11097 | 4      | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11098 | 6      | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11099 | 8      | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11100 | 10     | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11101 | 12     | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11102 | 14     | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11103 | 16     | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11104 | 18     | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11105 | 20     | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11106 | 22     | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11107 | 24     | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11108 | 26     | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11109 | 28     | AMD EPYC 7351             | 121  | 0          | Tesla T4                       |
| clustera    | clustera-5           | 1773  | 11110 | 30     | AMD EPYC 7351             | 122  | 1          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11111 | 1      | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11112 | 3      | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11113 | 5      | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11114 | 7      | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11115 | 9      | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11116 | 11     | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11117 | 13     | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11118 | 15     | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11119 | 17     | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11120 | 19     | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11121 | 21     | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11122 | 23     | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11123 | 25     | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11124 | 27     | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11125 | 29     | AMD EPYC 7351             | 124  | 3          | Tesla T4                       |
| clustera    | clustera-5           | 1774  | 11126 | 31     | AMD EPYC 7351             | 123  | 2          | Tesla T4                       |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
