+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| cluster     | host                 | cpu   | core  | cpuset | cpumodel                  | gpu  | gpudevice  | gpumodel                       |
| clustera    | clustera-1           | 2     | 43    | 42     | AMD EPYC 7413             | 3    | 2          | A40                            |
| clustera    | clustera-1           | 2     | 44    | 43     | AMD EPYC 7413             | 3    | 2          | A40                            |
| clustera    | clustera-1           | 2     | 45    | 44     | AMD EPYC 7413             | 3    | 2          | A40                            |
| clustera    | clustera-1           | 2     | 46    | 45     | AMD EPYC 7413             | 3    | 2          | A40                            |
| clustera    | clustera-1           | 2     | 47    | 46     | AMD EPYC 7413             | 3    | 2          | A40                            |
| clustera    | clustera-1           | 2     | 48    | 47     | AMD EPYC 7413             | 3    | 2          | A40                            |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| clustera    | clustera-2           | 3     | 49    | 0      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 50    | 1      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 51    | 2      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 52    | 3      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 53    | 4      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 54    | 5      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 55    | 6      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 56    | 7      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 57    | 8      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 58    | 9      | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 59    | 10     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 60    | 11     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 61    | 12     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 62    | 13     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 63    | 14     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 64    | 15     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 65    | 16     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 66    | 17     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 67    | 18     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 68    | 19     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 69    | 20     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 70    | 21     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 71    | 22     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 3     | 72    | 23     | AMD EPYC 7413             | 4    | 0          | A40                            |
| clustera    | clustera-2           | 4     | 73    | 24     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 74    | 25     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 75    | 26     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 76    | 27     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 77    | 28     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 78    | 29     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 79    | 30     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 80    | 31     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 81    | 32     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 82    | 33     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 83    | 34     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 84    | 35     | AMD EPYC 7413             | 5    | 1          | A40                            |
| clustera    | clustera-2           | 4     | 85    | 36     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 86    | 37     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 87    | 38     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 88    | 39     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 89    | 40     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 90    | 41     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 91    | 42     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 92    | 43     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 93    | 44     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 94    | 45     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 95    | 46     | AMD EPYC 7413             | 6    | 2          | A40                            |
| clustera    | clustera-2           | 4     | 96    | 47     | AMD EPYC 7413             | 6    | 2          | A40                            |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
| clustera    | clustera-3           | 5     | 97    | 0      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 98    | 1      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 99    | 2      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 100   | 3      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 101   | 4      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 102   | 5      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 103   | 6      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 104   | 7      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 105   | 8      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 106   | 9      | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 107   | 10     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 108   | 11     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 109   | 12     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 110   | 13     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 111   | 14     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 112   | 15     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 113   | 16     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 114   | 17     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 115   | 18     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 116   | 19     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 117   | 20     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 118   | 21     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 119   | 22     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 5     | 120   | 23     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 121   | 24     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 122   | 25     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 123   | 26     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 124   | 27     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 125   | 28     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 126   | 29     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 127   | 30     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 128   | 31     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 129   | 32     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 130   | 33     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 131   | 34     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 132   | 35     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 133   | 36     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 134   | 37     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 135   | 38     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 136   | 39     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 137   | 40     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 138   | 41     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 139   | 42     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 140   | 43     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 141   | 44     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 142   | 45     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 143   | 46     | AMD EPYC 7413             | 7    | 0          | A40                            |
| clustera    | clustera-3           | 6     | 144   | 47     | AMD EPYC 7413             | 7    | 0          | A40                            |
+-------------+----------------------+-------+-------+--------+---------------------------+------+------------+--------------------------------+
